Text,Sentiment,clean_text,text_len_words,polarity,vader_score,sentiment
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot  ,-1,i showed this ma on friday with the upside orange dot traget at 517 hit that this morn now red dot,21,0.0,0.0,Neutral
TO triggered above 34. First target 34.55-.90,1,to triggered above 34 first target 345590,7,0.125,0.0,Neutral
SXC - breaking above key downward channel level. ikely to move much higher from here.  ,1,sxc breaking above key downward channel level ikely to move much higher from here,14,0.08333333333333333,0.0,Neutral
"must follow the young man user: AMZN the data company, not the retailer.  A new post by me.   ",1,must follow the young man user amzn the data company not the retailer a new post by me,18,0.11818181818181818,0.0,Neutral
PG short back on,-1,pg short back on,4,0.0,0.0,Neutral
OVTI downgrade on Sept 7th 16.77 after Q1 looking good. next filing Q3 end of feb.  ,-1,ovti downgrade on sept 7th 1677 after q1 looking good next filing q3 end of feb,16,0.35,0.4404,Positive
VS option trader sells 26k of the 47.25 - 52.25 call spreads in March. Big bet that stock will be below 47.25 by March expiry,-1,vs option trader sells 26k of the 4725 5225 call spreads in march big bet that stock will be below 4725 by march expiry,24,0.0,0.0,Neutral
"AA option traders bet on bad earnings selling 6,200 Jan 9C and buying 3,200 Jan 9P. Could be hedge on stock. Both trades against low OI",-1,aa option traders bet on bad earnings selling 6200 jan 9c and buying 3200 jan 9p could be hedge on stock both trades against low oi,26,-0.3499999999999999,-0.6808,Negative
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,-1,skx q3 operational cash flow negative 60million 80million decline vsq3 2011,11,-0.3,-0.5719,Negative
SKX 9 mos. 2012 operational cash flow negative 20 million. 95 million decline vs. 9mos 2011,-1,skx 9 mos 2012 operational cash flow negative 20 million 95 million decline vs 9mos 2011,16,-0.3,-0.5719,Negative
"ed Weekly Triangle on SNSS,.....pdating  ",1,ed weekly triangle on snsspdating,5,0.0,0.0,Neutral
BAC avrg 12.127 ,1,bac avrg 12127,3,0.0,0.0,Neutral
First trade coming back from vacation. HOT short at 59.80. Stop at 60.30,-1,first trade coming back from vacation hot short at 5980 stop at 6030,13,0.125,-0.296,Negative
"Green Weekly Triangle on SCC,....pdating  ",-1,green weekly triangle on sccpdating,5,-0.2,0.0,Neutral
PODD breaking out to new 52wk highs from a decent base  ,1,podd breaking out to new 52wk highs from a decent base,11,-0.1656565656565657,0.0,Neutral
3 horsemen of high beta momo chase FS GMC NFX being slammed a bit here : advanced tell that the new year party is over for the mrkt ?,-1,3 horsemen of high beta momo chase fs gmc nfx being slammed a bit here advanced tell that the new year party is over for the mrkt,27,0.23212121212121214,0.5719,Positive
PNA looks like a solid set up,1,pna looks like a solid set up,7,0.0,0.4767,Positive
Names to buy on pullbacks GS CEG FB F,1,names to buy on pullbacks gs ceg fb f,9,0.0,0.0,Neutral
BA for a flush down,-1,ba for a flush down,5,-0.15555555555555559,0.0,Neutral
"Amazon Breaks 1,600 (adjusting for the splits)  via user AMZN",1,amazon breaks 1600 adjusting for the splits via user amzn,10,0.0,0.1779,Neutral
"Financials XF have been driving this mkt higher, today they are weak-ish (except for JPM) for 1st time in while, little red flag 1...",-1,financials xf have been driving this mkt higher today they are weakish except for jpm for 1st time in while little red flag 1,24,0.020833333333333332,-0.296,Negative
on our ive Broadcast we got this long signal on PCN and covered discount buy-in ! needs push  ,1,on our ive broadcast we got this long signal on pcn and covered discount buyin needs push,17,-0.05,0.0,Neutral
"AMZN VOME is a go, big boys grabbing some stocks. Higher prices to come.",1,amzn vome is a go big boys grabbing some stocks higher prices to come,14,0.125,0.0,Neutral
TWI at highs not seen since September  ,1,twi at highs not seen since september,7,0.0,0.0,Neutral
"user won gold in our 2011 stock contest w V,  won silver in 2012 w TKC. Will his DDAIF call win in 2013?  ",1,user won gold in our 2011 stock contest w v won silver in 2012 w tkc will his ddaif call win in 2013,23,0.8,0.9042,Positive
AMZN FB your pick for higher prices this week. Both breaking out with considerable volume.,1,amzn fb your pick for higher prices this week both breaking out with considerable volume,15,0.175,0.0,Neutral
Eceryone wants a piece of PCN gorwth and magic...stakes are so high...innovation so fast and marketing stakes high  ,1,eceryone wants a piece of pcn gorwth and magicstakes are so highinnovation so fast and marketing stakes high,18,0.18666666666666668,0.0,Neutral
"user scheplick It's easy to short AMZN - buy an iPad Mini, a tax prep book at Borders and some ackspace time.;-)",-1,user scheplick its easy to short amzn buy an ipad mini a tax prep book at borders and some ackspace time,21,0.21666666666666667,0.4404,Positive
Might open a position on S today. Cup and handle can make this one fly to 7-7.5 quickly.,1,might open a position on s today cup and handle can make this one fly to 775 quickly,18,0.37777777777777777,0.0,Neutral
"CS, KOS positive.... nice reversal in KOS",1,cs kos positive nice reversal in kos,7,0.41363636363636364,0.7506,Positive
AXP trying to make a move too. Getting interesting.,1,axp trying to make a move too getting interesting,9,0.5,0.4019,Positive
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid  ,1,ma a strong follow thru day after breaking out to new highs last friday confirmation is solid,17,0.1424242424242424,0.5994,Positive
"V new highs, looking for higher prices from here  ",1,v new highs looking for higher prices from here,9,0.19318181818181818,0.0,Neutral
CEG a strong breakout to new highs today on 2x the daily avg. volume. ooks good for more upside  ,1,ceg a strong breakout to new highs today on 2x the daily avg volume ooks good for more upside,19,0.3539393939393939,0.7351,Positive
WETF cheap financial stock that is trying to b/o. Would like to see a pullback/consolidation first  ,1,wetf cheap financial stock that is trying to bo would like to see a pullbackconsolidation first,16,0.21666666666666667,0.3612,Positive
"NFX shorts should be paranoid on every close as a buyout will come 1 night from aapl, msft, goog, amzn, etc.  dominate webtv long nflx",1,nfx shorts should be paranoid on every close as a buyout will come 1 night from aapl msft goog amzn etc dominate webtv long nflx,25,-0.05,-0.3612,Negative
"As in the last 3 sessions, last hour buyers are back, more money need to be put to work... money flows... SPY TT ES_F",1,as in the last 3 sessions last hour buyers are back more money need to be put to work money flows spy tt esf,24,0.125,0.0,Neutral
"user The stock isn't telling us anything new, but the trend is saying a lot. This E is AAP's most anticipated in years.",1,user the stock isnt telling us anything new but the trend is saying a lot this e is aaps most anticipated in years,23,0.3181818181818182,0.0,Neutral
All of the above: rax setting up again  spy,1,all of the above rax setting up again spy,9,0.0,0.0,Neutral
PCN - long entry  ,1,pcn long entry,3,-0.05,0.0,Neutral
"Green Weekly Triangle on AMPE,....Sell Short at 4.15  ",-1,green weekly triangle on ampesell short at 415,8,-0.1,0.0,Neutral
"Green Weekly & Monthly Triangle on FWS,....pdating to Monthly  ",-1,green weekly monthly triangle on fwspdating to monthly,8,-0.2,0.0,Neutral
"user are you saying ZAGG will up another 23%, how?",-1,user are you saying zagg will up another 23 how,10,0.0,0.0,Neutral
"Green Weekly & Monthly Triangle on PAB,....pdating  ",-1,green weekly monthly triangle on pabpdating,6,-0.2,0.0,Neutral
744.96 IS A great level for a close on GOOG,1,74496 is a great level for a close on goog,10,0.8,0.6249,Positive
"AAP short-term outlook. 3 possible scenarios, 2 of them are bullish  ",1,aap shortterm outlook 3 possible scenarios 2 of them are bullish,11,0.0,0.0,Neutral
Barclays upside case for CSOD is a year end price target of 46.  Based on 8x cy'14 revenues and 10% upside to estimates. Quite achievable!,1,barclays upside case for csod is a year end price target of 46 based on 8x cy14 revenues and 10 upside to estimates quite achievable,25,0.0,0.3804,Positive
CTXS (conservative swing) once again bouncing nicely off support (w/volume)  MCP (aggressive swing) however strong probability.,1,ctxs conservative swing once again bouncing nicely off support wvolume mcp aggressive swing however strong probability,16,0.5166666666666666,0.8074,Positive
user: AMZN it's time for this bird to fly south!  ,-1,user amzn its time for this bird to fly south,10,0.8,0.0,Neutral
"VVS Technicals are positive for a continued climb. SI, OBV and MACD all look good to me  ",1,vvs technicals are positive for a continued climb si obv and macd all look good to me,17,0.4636363636363636,0.7579,Positive
"AKX b/out 13.78, like the base action under spot & declining vol, ripe for pop  ",1,akx bout 1378 like the base action under spot declining vol ripe for pop,14,-0.35000000000000003,0.3612,Positive
"HAO b/out 7.20, price was rejected at 7.19 today, also high on 12/21  ",1,hao bout 720 price was rejected at 719 today also high on 1221,13,0.16,-0.5106,Negative
"HWAY b/out 11.08, nice base under the spot  ",1,hway bout 1108 nice base under the spot,8,-0.10000000000000003,0.4215,Positive
yum down premarket through the cloud but has support at about 62.75   ,-1,yum down premarket through the cloud but has support at about 6275,12,-0.15555555555555559,0.5499,Positive
"Multi-day downswing in ES_F favored, see demand zone at 1442.00-1423.75 SPX SPY #stocks.   ",-1,multiday downswing in esf favored see demand zone at 144200142375 spx spy stocks,13,0.8,0.3182,Positive
"MON - not making sales here - we will be buyers of weakness, looks like game on for a while...",1,mon not making sales here we will be buyers of weakness looks like game on for a while,18,-0.4,-0.0772,Neutral
FIN 9mos Operational cash flow declines 15million vs. prior yr first 9mos.  198% decline,-1,fin 9mos operational cash flow declines 15million vs prior yr first 9mos 198 decline,14,0.125,0.0,Neutral
AYI Q1 Operational Cash Flow turns Negative,-1,ayi q1 operational cash flow turns negative,7,-0.3,-0.5719,Negative
AYI 1st negative operational cash flow quarter since quarter Novemebr 2008,-1,ayi 1st negative operational cash flow quarter since quarter novemebr 2008,11,-0.3,-0.5719,Negative
AYI 2013 Q1 operational Cash flow negative 14.5 million. decline of 41 million vs. Q1 2012.  152% decline,-1,ayi 2013 q1 operational cash flow negative 145 million decline of 41 million vs q1 2012 152 decline,18,-0.3,-0.5719,Negative
my 526.20 bid not hit in aapl so i am expecting at least a move to 540 today :),1,my 52620 bid not hit in aapl so i am expecting at least a move to 540 today,18,-0.3,0.0,Neutral
"MON 2013 Q1 operational cash flow 1.569 billion,  a 459 million increase vs 2012 Q1.  41% increase",1,mon 2013 q1 operational cash flow 1569 billion a 459 million increase vs 2012 q1 41 increase,17,0.0,0.5574,Positive
fio nothing but air under stock until 17.70-17.80  ,-1,fio nothing but air under stock until 17701780,8,0.0,0.0,Neutral
"AAP daily fade in motion again, people that want to be out are still at work...",-1,aap daily fade in motion again people that want to be out are still at work,16,0.0,0.0772,Neutral
I shorted NFX here with a 1.00 stop.,-1,i shorted nfx here with a 100 stop,8,0.0,-0.296,Negative
CTIC got long,1,ctic got long,3,-0.05,0.0,Neutral
Catch up user: Hot inks is totally off the hook this morning - so many great reads  AAP MACO,1,catch up user hot inks is totally off the hook this morning so many great reads aap maco,18,0.3875,0.6573,Positive
IHS year end operational cash flow declined 27 million vs. 2011. an  8.19% decline,-1,ihs year end operational cash flow declined 27 million vs 2011 an 819 decline,14,0.0,0.0,Neutral
Watch XF JPM BAC OD closely...,-1,watch xf jpm bac od closely,6,0.0,0.0,Neutral
unit cost at 1.60 this see a bounce CTIC,1,unit cost at 160 this see a bounce ctic,9,0.0,0.0,Neutral
with little whips on pops and drops don't go all in on one purchase avg in through out the day limit exposure and % of portfolio CTIC,1,with little whips on pops and drops dont go all in on one purchase avg in through out the day limit exposure and of portfolio ctic,26,-0.1875,0.0,Neutral
"SHD Get short, someone big must be exiting imo... Sitting on some 40 puts from this am!",-1,shd get short someone big must be exiting imo sitting on some 40 puts from this am,17,0.0,0.0,Neutral
MON - added,1,mon added,2,0.0,0.0,Neutral
"If you'd like to gag on the New American Socialism, enjoy this video courtesy AIG:  ",-1,if youd like to gag on the new american socialism enjoy this video courtesy aig,15,0.1787878787878788,0.7003,Positive
JNP - added,1,jnp added,2,0.0,0.0,Neutral
X - added,1,x added,2,0.0,0.0,Neutral
"user Mr. Florida, hope all is well.  You've trade SAVE in the past, so Im asking you.  Do you like it here?  ooking to fill gap?",1,user mr florida hope all is well youve trade save in the past so im asking you do you like it here ooking to fill gap,26,-0.25,0.8658,Positive
SHD ... why won't you die already? ampert doesn't know 2 sh*ts about running a retail. He bought Sears for the property... ,-1,shd why wont you die already ampert doesnt know 2 shts about running a retail he bought sears for the property,21,0.0,0.4847,Positive
"WN: ong  19.79. Trailing Stop  24.39 from 6 prior Stops of 23.76, 20.42, 19.79, 18.09, 17.13 and 16.39 -  ",1,wn ong 1979 trailing stop 2439 from 6 prior stops of 2376 2042 1979 1809 1713 and 1639,18,0.0,-0.4215,Negative
"DECK: Short  66.41. Trailing Stop  44.16 down from 5 prior Stops of 51.65, 59.07, 66.41, 74.13 & 81.85 -  ",-1,deck short 6641 trailing stop 4416 down from 5 prior stops of 5165 5907 6641 7413 8185,17,-0.051851851851851864,-0.4215,Negative
WFM - short back on,-1,wfm short back on,4,0.0,0.0,Neutral
"nice base building here 1.50 -1.54 on CTIC should test hod's in the afternoon, setting up nicely for follow thru tomorrow. #tradeoftheweek",1,nice base building here 150 154 on ctic should test hods in the afternoon setting up nicely for follow thru tomorrow tradeoftheweek,22,0.1333333333333333,0.6908,Positive
up to 16 million shares on CTIC almost 10x avg daily vol. I don't think this is a one day story. Gap up to 2.05 plenty of rm to run imho,1,up to 16 million shares on ctic almost 10x avg daily vol i dont think this is a one day story gap up to 205 plenty of rm to run imho,31,0.0,0.296,Positive
SHD Eddie ampert is a 1 trick pony...,-1,shd eddie ampert is a 1 trick pony,8,0.0,-0.0516,Neutral
"et the angry, anecdotal comments begin: Why I still think BlackBerry & IM are doomed.  IMM AAP GOOG NOK T VZ",-1,et the angry anecdotal comments begin why i still think blackberry im are doomed imm aap goog nok t vz,20,-0.5,-0.8176,Negative
user I think AAP putting in a long term bottom.....of course I could be wrong but that is what it looks like :-),1,user i think aap putting in a long term bottomof course i could be wrong but that is what it looks like,22,-0.275,0.296,Positive
i had a price alert go off for WWW while off the desk.,-1,i had a price alert go off for www while off the desk,13,0.0,0.296,Positive
GG to be delisted soon typicall pump and dump same story over the last few months be careful one day trades over a mil next day ur stuck,-1,gg to be delisted soon typicall pump and dump same story over the last few months be careful one day trades over a mil next day ur stuck,28,-0.06000000000000001,-0.2023,Negative
TSO option trader buys 10k of the Feb 40P for 1.60. A 1.6 million bet stock will be below 40 by Feb exp. Could be hedge too. OI is 544,-1,tso option trader buys 10k of the feb 40p for 160 a 16 million bet stock will be below 40 by feb exp could be hedge too oi is 544,30,0.0,0.0,Neutral
DDD SSY Stops honored.  So be it. Now.... must.not.become.bearshitter.,-1,ddd ssy stops honored so be it now mustnotbecomebearshitter,9,0.0,0.4939,Positive
CYBX keeps consolidating near all-time highs  ,1,cybx keeps consolidating near alltime highs,6,0.1,0.0,Neutral
DDD The sentiment on this stock can change in a blink of an eye.  Not for the faint of heart.  Still long term bullish.,1,ddd the sentiment on this stock can change in a blink of an eye not for the faint of heart still long term bullish,24,-0.275,0.0,Neutral
MCP bottom at 11.00? Strong esistance. nder these level...short breakout Chance.,-1,mcp bottom at 1100 strong esistance nder these levelshort breakout chance,11,0.4333333333333333,0.6486,Positive
AIG wins the awsuit then announces dividend reinstatement. :),1,aig wins the awsuit then announces dividend reinstatement,8,0.3,0.5719,Positive
TIVO is a buyout coming? Sure seems strong of late?,1,tivo is a buyout coming sure seems strong of late,10,0.2111111111111111,0.6808,Positive
biggest mistake i made all day was not sticking to my gut on reversal in #SOAS #2 not sticking to my watchlist DK STP ANA KOG,1,biggest mistake i made all day was not sticking to my gut on reversal in soas 2 not sticking to my watchlist dk stp ana kog,26,0.0,-0.34,Negative
DDD looks an easy short,-1,ddd looks an easy short,5,0.21666666666666667,0.4404,Positive
My instincts are spot on in 2013 and still think CTIC will hit 2.05 this wk but still want to stick to my morning watchlist & not chase,1,my instincts are spot on in 2013 and still think ctic will hit 205 this wk but still want to stick to my morning watchlist not chase,27,0.0,0.1154,Neutral
AX looks good for higher prices  ,1,ax looks good for higher prices,6,0.475,0.4404,Positive
CM holding up well   ,1,cm holding up well,4,0.0,0.2732,Positive
"ANA with the conference tomorrow, I guess we will hit 10.05 after all...",1,ana with the conference tomorrow i guess we will hit 1005 after all,13,0.0,0.0,Neutral
"NFX - hearing PJCO out cautious following comScore data: Following Weak December, Overall 4Q Traffic Again Turns Negative user",-1,nfx hearing pjco out cautious following comscore data following weak december overall 4q traffic again turns negative user,18,-0.135,-0.9022,Negative
"se pullback 2 initiate quick trades, not invest, long. Keep stops tight & sell up.  AAP EGN OCN AMH DDD NSM",1,se pullback 2 initiate quick trades not invest long keep stops tight sell up aap egn ocn amh ddd nsm,20,0.034920634920634915,-0.1531,Neutral
"Piper Jaffray making negative comments on NFX and CST ed Box : comScore Q4 data weak for edbox, Netflix",-1,piper jaffray making negative comments on nfx and cst ed box comscore q4 data weak for edbox netflix,18,-0.3375,-0.765,Negative
Maybe a good time to buy TD the 44 level appears to be holding as a key support level,1,maybe a good time to buy td the 44 level appears to be holding as a key support level,19,0.35,0.6808,Positive
"CSN option trader buys 1,500 of the Jan 11-16 call spread against low OI indicating entering a position for .50. Bet on data bef. Jan 19",1,csn option trader buys 1500 of the jan 1116 call spread against low oi indicating entering a position for 50 bet on data bef jan 19,26,0.0,-0.2732,Negative
AA there goes the kids college fund!,1,aa there goes the kids college fund,7,0.0,0.0,Neutral
X option trader takes profits in Feb26P selling 8k against 8k OI and rolling position to Feb 25P buying 8K at 1.48,-1,x option trader takes profits in feb26p selling 8k against 8k oi and rolling position to feb 25p buying 8k at 148,22,0.0,0.4404,Positive
"Green Monthly Triangle on ACAD,....Net Profit  7,177.00 (11.49%)  ",1,green monthly triangle on acadnet profit 717700 1149,8,-0.2,0.4404,Positive
So far so good regarding our APO #earnings strategy. Far too soon to call it a win though.  ,1,so far so good regarding our apo earnings strategy far too soon to call it a win though,18,0.425,0.8347,Positive
AA this is why I went all in..,1,aa this is why i went all in,8,0.0,0.0,Neutral
"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.  ",1,does aa hold the key for the spx when aa is up on earnings spx up 190 a mo later,20,0.0,0.0,Neutral
"My call for the week AA, WFC, APO, MON",1,my call for the week aa wfc apo mon,9,0.0,0.0,Neutral
AA i don't like the SPIN on operational cash flow,-1,aa i dont like the spin on operational cash flow,10,0.0,-0.2755,Negative
APO Q1 2013 operational cash flow 210 million. a 90million decline vs. 2012 Q1.  30% decline,-1,apo q1 2013 operational cash flow 210 million a 90million decline vs 2012 q1 30 decline,16,0.0,0.0,Neutral
"ed Weekly Triangle on AMS,....Net Profit  26,135.00 (38.40%)  ",-1,ed weekly triangle on amsnet profit 2613500 3840,8,0.0,0.4404,Positive
CM AVG THO AMWD  coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,1,cm avg tho amwd coiling for breakouts to new highs set buy stops slightly above the most recent highs,19,0.1590909090909091,-0.1531,Neutral
"user jemberlin that is my number too, will be a good swing, but personally I hate AMD,",-1,user jemberlin that is my number too will be a good swing but personally i hate amd,17,-0.050000000000000044,-0.6059,Negative
SPY SPX ES  Green Hedges Stars model: next stop 1410.56 SPX 1387.92 if lower.,-1,spy spx es green hedges stars model next stop 141056 spx 138792 if lower,14,-0.1,-0.5267,Negative
SWHC looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians.  Was on the Evening News,1,swhc looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians was on the evening news,25,0.35714285714285715,-0.2732,Negative
aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,-1,aa q4 operational cf declined 209m vs q411 18 decine p spin says it was higher than q3 2012 note q3 12 was 263m less than q311,27,0.04166666666666667,0.0,Neutral
HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55  ,1,ht closed 200 sma barely for 3rd time since oct eps out of the way watch for volume 55,19,-0.016666666666666666,0.0,Neutral
user PWE and the crazy HAO is in Green Weekly Triangle are you in short or long,-1,user pwe and the crazy hao is in green weekly triangle are you in short or long,17,-0.21250000000000002,-0.34,Negative
WT had a huge 39 seller today... check out the daily... hold over 40-42 loooks good for a swing,1,wt had a huge 39 seller today check out the daily hold over 4042 loooks good for a swing,19,0.3666666666666667,0.6369,Positive
AJ Over 18.00 on good volume   ,1,aj over 1800 on good volume,6,0.7,0.4404,Positive
CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.  ,1,cybx broke out to all time highs accompained by a strong volume suggesting higher levels,15,0.3416666666666667,0.128,Neutral
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,1,onty looks poised for bounce from bottom si starting to turn up macd is crossing up its signal,18,0.0,0.25,Positive
Still trading within an uptrend channel. Short-term uptrend still intact. I'm still bullish on NVDA  ,1,still trading within an uptrend channel shortterm uptrend still intact im still bullish on nvda,15,0.0,0.2023,Positive
VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan  ,1,vvs vivus ceo eportedly says acquisition is inevitable talking to deal eporter at the jp morgan,16,0.0,0.2023,Positive
user: C     what is a runner     ,1,user c what is a runner,6,0.0,0.0,Neutral
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",1,v is now one of my longest growth stock holdings ever 19 months and counting,15,0.0,0.3818,Positive
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s  ,-1,fio bouncing some this morning 25 short interest still nothing but air till 1790s,14,0.0,0.25,Positive
tol doji yesterday could mean another lower high. Wait for  close into cloud before going short   ,-1,tol doji yesterday could mean another lower high wait for close into cloud before going short,16,-0.050833333333333335,-0.296,Negative
"AMWD setting up very nicely above 29.33.  In the very strong building and construction product group, along with APOG.",1,amwd setting up very nicely above 2933 in the very strong building and construction product group along with apog,19,0.2816666666666667,0.7774,Positive
"TAB I like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & Software-As-A-Service!!!",1,tab i like this one down for no real reason new contracts picking up slack 2013 is about small cell tech softwareasaservice,22,-0.09229797979797981,0.0772,Neutral
FS - buy signal just triggered for us,1,fs buy signal just triggered for us,7,0.0,0.0,Neutral
ANF on the radar for a move above 48.70-49,1,anf on the radar for a move above 487049,9,0.0,0.0,Neutral
DGI FTD.  Pivot range 26.98 to 28.33.,1,dgi ftd pivot range 2698 to 2833,7,0.0,0.0,Neutral
HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,-1,hpq option traders buy 10k aug 13p at 78 780k bet stock will be below 13 by aug expiration could be a stock hedge,24,0.0,0.0,Neutral
"FAF new highs, still holding. Needs volume here.",1,faf new highs still holding needs volume here,8,0.13636363636363635,0.0,Neutral
NS Perfect day for a reversal candle on the dailies.,-1,ns perfect day for a reversal candle on the dailies,10,1.0,0.5719,Positive
VOC actually triggerd yesterday but closed back at line - today itstrying again - vol 16%   ,1,voc actually triggerd yesterday but closed back at line today itstrying again vol 16,14,-0.03333333333333333,0.0,Neutral
added APP,1,added app,2,0.0,0.0,Neutral
"WFM - added small  89, prefer the 90-91 level to lay short out",-1,wfm added small 89 prefer the 9091 level to lay short out,12,-0.125,0.0,Neutral
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,1,mas from watch list broke out of flag today now also at top line on volume of 11 of full day ave,22,0.425,-0.25,Negative
CMG - 5m descending triangle. 9% avg volume.  ,-1,cmg 5m descending triangle 9 avg volume,7,0.0,0.0,Neutral
user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,1,user ddd broke out from the bear flag to the upside ots of shorts who do not understand momentum being caught stdy,22,0.0,-0.4215,Negative
DGI still moving,1,dgi still moving,3,0.0,0.0,Neutral
SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,-1,ssys maybe too few shares outstanding to short but 11 million in operational cash flow ttm and trading at 19 bil mkt cap,23,0.09999999999999999,0.4767,Positive
SSYS operational cash flow declined 42% ttm vs. ttm,-1,ssys operational cash flow declined 42 ttm vs ttm,9,0.0,0.0,Neutral
"Covering 1/2 WAC short 47.15, looking lower but got to book some...",-1,covering 12 wac short 4715 looking lower but got to book some,12,0.0,-0.1531,Neutral
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",-1,vtx option trader buys 3700 put spreads in april 48 and 42 strikes could be big bet on down move or stock hedge,23,-0.07777777777777779,-0.3612,Negative
FS 4 hour - nice bounce ichard.   ,1,fs 4 hour nice bounce ichard,6,0.6,0.4215,Positive
"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",1,gnc nice inverse head and shoulders as well as a nice pullback to support from the previous boxbreakout,18,0.3444444444444444,0.8555,Positive
"user I hate to be under 3, as average I end screw up, no good for me NN",-1,user i hate to be under 3 as average i end screw up no good for me nn,18,-0.43333333333333335,-0.5267,Negative
DA nice run from entry; moving stop up to breakeven  ,1,da nice run from entry moving stop up to breakeven,10,0.6,0.1531,Neutral
"ed Weekly Triangle on CTIC,....Net Profit  675.00 (3.88%),...gly waiting more than 3 months  ",-1,ed weekly triangle on cticnet profit 67500 388gly waiting more than 3 months,13,0.5,0.4404,Positive
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,-1,cw clearwire corp arge trades in puts show bearish interest despite dish bid,13,0.0,0.4588,Positive
APO Strong push off support (w/volume),1,apo strong push off support wvolume,6,0.4333333333333333,0.7184,Positive
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave  ,1,from watch list hao slipped over line when i was not watching volume is 76 of full day ave,19,0.35,0.0,Neutral
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",-1,the most bearish thing i have seen in a week not good for the overall market at all jpm spy esf,21,0.05000000000000001,-0.3412,Negative
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",-1,user in a bullish you sell always no buy in a bearish market you buy no sell nx,18,0.0,-0.5267,Negative
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%   ,1,voc from watch list added tuesday has now run over the 50day ema vol increased to 86,17,0.0,-0.128,Neutral
ANA getting the breakout yest and holding up today. Presenting at JPM conf today at 6:30est  ,1,ana getting the breakout yest and holding up today presenting at jpm conf today at 630est,16,0.0,0.0,Neutral
"trade idea buy ESC  25.95, target 35.50, cut below 21.40   ",1,trade idea buy esc 2595 target 3550 cut below 2140,10,0.0,-0.2732,Negative
"SWKS decision coming there soon...expecting a break...up...looking at SI, MACD & TIX  ",1,swks decision coming there soonexpecting a breakuplooking at si macd tix,11,0.0,0.0,Neutral
Just a small dose of reality on CTIC :  ,-1,just a small dose of reality on ctic,8,-0.25,0.0,Neutral
"VS option trader closes out Feb 50C selling 12k against 22k OI. Opens position in Feb 55C selling 23k on hard bid vs. OI of 2,700",-1,vs option trader closes out feb 50c selling 12k against 22k oi opens position in feb 55c selling 23k on hard bid vs oi of 2700,26,-0.2916666666666667,-0.1027,Neutral
Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,1,six years ago apple introduced the iphone to the world do you remember where you were aapl sixyearsold,18,0.0,0.0,Neutral
EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,1,ew went long on ew at 9315 ooks like it is ready to make a move to 98 wbreakout of consolidation,21,0.07500000000000001,0.6124,Positive
EBAY basing  ,1,ebay basing,2,0.0,0.0,Neutral
Short YHOO,-1,short yhoo,2,0.0,0.0,Neutral
CHK thanks JPM upgraded   ,1,chk thanks jpm upgraded,4,0.2,0.4404,Positive
dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,-1,dec 6 bbt cm initiated ssys with a buy 68 wonder if they still have it a buy up 28 in 30 days,23,0.0,0.0,Neutral
user: SSYS  EACHED SI 80%  Crash is near,-1,user ssys eached si 80 crash is near,8,0.1,-0.4019,Negative
SSQ pulling back as suspected. uckily sold near 11.20 res (tweeted). Watching 10.80 to get bck in  ,1,ssq pulling back as suspected uckily sold near 1120 res tweeted watching 1080 to get bck in,17,0.05,-0.2263,Negative
